show_id,date,venue,city,state,country,rating
july-30-1999-naeba-ski-resort-niigata-japan,1999-07-30,Naeba Ski Resort,Niigata,,Japan,3.795
july-29-1999-naeba-ski-resort-niigata-japan,1999-07-29,Naeba Ski Resort,Niigata,,Japan,3.789
july-26-1999-deer-creek-music-center-noblesville-in-usa,1999-07-26,Deer Creek Music Center,Noblesville,IN,USA,3.758
july-08-1999-virginia-beach-amphitheater-virginia-beach-va-usa,1999-07-08,GTE Virginia Beach Amphitheater,Virginia Beach,VA,USA,3.741
october-03-1999-allstate-arena-rosemont-il-usa,1999-10-03,Allstate Arena,Rosemont,IL,USA,3.738
october-10-1999-pepsi-arena-albany-ny-usa,1999-10-10,Pepsi Arena,Albany,NY,USA,3.692
december-15-1999-mci-center-washington-dc-usa,1999-12-15,MCI Center,Washington,DC,USA,3.682
october-04-1999-redbird-arena-illinois-state-university-normal-il-usa,1999-10-04,"Redbird Arena, Illinois State University",Normal,IL,USA,3.68
december-12-1999-hartford-civic-center-hartford-ct-usa,1999-12-12,Hartford Civic Center,Hartford,CT,USA,3.639
september-26-1999-kiefer-uno-lakefront-arena-university-of-new-orleans-new-orleans-la-usa,1999-09-26,"Kiefer UNO Lakefront Arena, University of New Orleans",New Orleans,LA,USA,3.635
december-10-1999-first-union-spectrum-philadelphia-pa-usa,1999-12-10,First Union Spectrum,Philadelphia,PA,USA,3.613
september-10-1999-gorge-amphitheatre-george-wa-usa,1999-09-10,Gorge Amphitheatre,George,WA,USA,3.596
july-16-1999-pnc-bank-arts-center-holmdel-nj-usa,1999-07-16,PNC Bank Arts Center,Holmdel,NJ,USA,3.58
december-04-1999-firstar-center-cincinnati-oh-usa,1999-12-04,Firstar Center,Cincinnati,OH,USA,3.576
december-05-1999-bluecross-arena-rochester-ny-usa,1999-12-05,BlueCross Arena,Rochester,NY,USA,3.574
may-17-1999-the-flynn-theatre-burlington-vt-usa,1999-05-17,The Flynn Theatre,Burlington,VT,USA,3.556
september-25-1999-cynthia-woods-mitchell-pavilion-the-woodlands-tx-usa,1999-09-25,Cynthia Woods Mitchell Pavilion,The Woodlands,TX,USA,3.378
september-04-1999-chris-kurodas-wedding-stowe-vt-usa,1999-09-04,Chris Kuroda's Wedding,Stowe,VT,USA,3.357
september-19-1999-irvine-meadows-irvine-ca-usa,1999-09-19,Irvine Meadows,Irvine,CA,USA,3.306
december-17-1999-hampton-coliseum-hampton-va-usa,1999-12-17,Hampton Coliseum,Hampton,VA,USA,3.086
july-30-1999-naeba-ski-resort-niigata-japan-2,1999-07-30,Naeba Ski Resort,Niigata,,Japan,3.067
