show_id,date,venue,city,state,country,rating
july-03-1997-serenadenhof-nremberg-germany,1997-07-03,Serenadenhof,Nüremberg,,Germany,3.788
june-13-1997-the-sfx-centre-dublin-ireland,1997-06-13,The S.F.X. Centre,Dublin,,Ireland,3.763
june-24-1997-la-laiterie-strasbourg-france,1997-06-24,La Laiterie,Strasbourg,,France,3.725
june-06-1997-brad-sandss-and-pete-carinis-house-charlotte-vt-usa,1997-06-06,Brad Sands's and Pete Carini's House,Charlotte,VT,USA,3.703
february-16-1997-alter-wartesaal-cologne-germany,1997-02-16,Alter Wartesaal,Cologne,,Germany,3.7
november-07-1997-nbc-television-studios-studio-6a-new-york-ny-usa,1997-11-07,"NBC Television Studios, Studio 6A",New York,NY,USA,3.676
july-05-1997-piazza-risorgimento-como-italy,1997-07-05,Piazza Risorgimento,Como,,Italy,3.672
june-14-1997-the-sfx-centre-dublin-ireland,1997-06-14,The S.F.X. Centre,Dublin,,Ireland,3.642
august-08-1997-new-world-music-theatre-tinley-park-il-usa,1997-08-08,New World Music Theatre,Tinley Park,IL,USA,3.575
june-22-1997-loreley-st-goarshausen-koblenz-germany,1997-06-22,Loreley,"St. Goarshausen, Koblenz",,Germany,3.454
june-19-1997-arena-wien-vienna-austria,1997-06-19,Arena Wien,Vienna,,Austria,3.45
february-20-1997-teatro-smeraldo-milan-italy,1997-02-20,Teatro Smeraldo,Milan,,Italy,3.448
february-18-1997-bataclan-paris-france,1997-02-18,Bataclan,Paris,,France,3.444
march-18-1997-the-flynn-theatre-burlington-vt-usa,1997-03-18,The Flynn Theatre,Burlington,VT,USA,3.424
july-06-1997-spiaggia-di-rivoltella-desenzano-italy,1997-07-06,Spiaggia di Rivoltella,Desenzano,,Italy,3.41
march-02-1997-pumpehuset-copenhagen-denmark,1997-03-02,Pumpehuset,Copenhagen,,Denmark,3.391
february-22-1997-teatro-olimpico-rome-italy,1997-02-22,Teatro Olimpico,Rome,,Italy,3.333
february-13-1997-shepherds-bush-empire-london-england,1997-02-13,Shepherd's Bush Empire,London,,England,3.323
july-11-1997-doctor-music-festival-escalarre-spain,1997-07-11,Doctor Music Festival,Escalarre,,Spain,3.286
february-14-1997-le-botanique-brussels-belgium,1997-02-14,Le Botanique,Brussels,,Belgium,3.185
june-21-1997-hurricane-festival-scheeel-germany,1997-06-21,Hurricane Festival,Scheeßel,,Germany,3.103
february-26-1997-swf3-studios-baden-baden-germany,1997-02-26,SWF3 Studios,Baden-Baden,,Germany,3.0
june-16-1997-royal-albert-hall-london-england,1997-06-16,Royal Albert Hall,London,,England,2.969
february-28-1997-huxleys-neue-welt-berlin-germany,1997-02-28,Huxley’s Neue Welt,Berlin,,Germany,2.954
february-25-1997-incognito-munich-germany,1997-02-25,Incognito,Munich,,Germany,2.596
june-29-1997-roskilde-festival-roskilde-denmark,1997-06-29,Roskilde Festival,Roskilde,,Denmark,2.546
march-05-1997-ed-sullivan-theater-new-york-ny-usa,1997-03-05,Ed Sullivan Theater,New York,NY,USA,2.375
june-27-1997-worthy-farm-somerset-england,1997-06-27,Worthy Farm,Somerset,,England,2.173
