show_id,date,venue,city,state,country,rating
august-03-2022-pine-knob-music-theatre-clarkston-mi-usa,2022-08-03,Pine Knob Music Theatre,Clarkston,MI,USA,3.765
july-20-2022-td-pavilion-at-the-mann-philadelphia-pa-usa,2022-07-20,TD Pavilion at the Mann,Philadelphia,PA,USA,3.738
august-12-2022-alpine-valley-music-theatre-east-troy-wi-usa,2022-08-12,Alpine Valley Music Theatre,East Troy,WI,USA,3.724
june-01-2022-credit-one-stadium-charleston-sc-usa,2022-06-01,Credit One Stadium,Charleston,SC,USA,3.712
july-15-2022-xfinity-center-mansfield-ma-usa,2022-07-15,Xfinity Center,Mansfield,MA,USA,3.709
may-29-2022-the-wharf-amphitheater-orange-beach-al-usa,2022-05-29,The Wharf Amphitheater,Orange Beach,AL,USA,3.682
may-27-2022-the-wharf-amphitheater-orange-beach-al-usa,2022-05-27,The Wharf Amphitheater,Orange Beach,AL,USA,3.664
july-14-2022-xfinity-center-mansfield-ma-usa,2022-07-14,Xfinity Center,Mansfield,MA,USA,3.647
april-20-2022-madison-square-garden-new-york-ny-usa,2022-04-20,Madison Square Garden,New York,NY,USA,3.59
may-31-2022-credit-one-stadium-charleston-sc-usa,2022-05-31,Credit One Stadium,Charleston,SC,USA,3.516
august-14-2022-alpine-valley-music-theatre-east-troy-wi-usa,2022-08-14,Alpine Valley Music Theatre,East Troy,WI,USA,3.459
february-24-2022-moon-palace-cancun-quintana-roo-mexico,2022-02-24,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.388
february-23-2022-moon-palace-cancun-quintana-roo-mexico,2022-02-23,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.372
february-27-2022-moon-palace-cancun-quintana-roo-mexico,2022-02-27,Moon Palace,"Cancun, Quintana Roo",,Mexico,3.368
